Player,Standard_Nation,Standard_Pos,Standard_Squad,Standard_Age,Standard_MP,Standard_Starts,Standard_Min,Standard_Gls,Standard_Ast,Standard_CrdY,Standard_CrdR,Standard_xG,Standard_xAG,Standard_PrgC,Standard_PrgP,Standard_PrgR,Standard_Gls/90,Standard_Ast/90,Standard_xG/90,Standard_xAG/90,Goalkeeping_GA90,Goalkeeping_Save%,Goalkeeping_CS%,Goalkeeping_Penalty_Save%,Shooting_SoT%,Shooting_SoT/90,Shooting_G/Sh,Shooting_Dist,Passing_Cmp,Passing_Total_Cmp%,Passing_TotDist,Passing_Short_Cmp%,Passing_Medium_Cmp%,Passing_Long_Cmp%,Passing_KP
David Brooks,wlsWAL,FW,Bournemouth,27-270,1997,23,8,769,8.5,2,0,2,2,0,0,3,0,2.2,2.2,1.6,3.8,25,22,70,0.23,0.00,0.23,0.23,0.23,0.26,0.19,0.44,0.26,0.44,Matches
David Raya,esESP,GK,Arsenal,29-201,1995,30,30,"2,700",30.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,11,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Dean Henderson,engENG,GK,Crystal Palace,28-023,1997,29,29,"2,610",29.0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Dean Huijsen,esESP,DF,Bournemouth,19-355,2005,24,19,"1,784",19.8,2,0,2,2,0,0,7,0,1.6,1.6,1.1,2.8,30,89,8,0.10,0.00,0.10,0.10,0.10,0.08,0.06,0.14,0.08,0.14,Matches
Declan Rice,engENG,MF,Arsenal,26-080,1999,28,26,"2,246",25.0,2,5,7,2,0,0,6,1,2.3,2.3,5.9,8.2,78,156,80,0.08,0.20,0.28,0.08,0.28,0.09,0.24,0.33,0.09,0.33,Matches
Dejan Kulusevski,seSWE,"MF,FW",Tottenham,24-344,2000,27,24,"2,154",23.9,7,4,11,7,0,0,3,0,4.1,4.1,6.1,10.2,115,118,199,0.29,0.17,0.46,0.29,0.46,0.17,0.25,0.43,0.17,0.43,Matches
Destiny Udogie,itITA,DF,Tottenham,22-127,2002,23,22,"1,744",19.4,0,1,1,0,0,0,2,0,0.3,0.3,1.4,1.7,51,117,92,0.00,0.05,0.05,0.00,0.05,0.02,0.07,0.09,0.02,0.09,Matches
Diego Carlos,brBRA,DF,Aston Villa,32-020,1993,10,8,830,9.2,0,0,0,0,0,0,1,0,0.6,0.6,0.0,0.6,3,34,0,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.07,0.07,0.07,Matches
Diego Gómez,pyPAR,MF,Brighton,22-008,2003,8,3,325,3.6,0,0,0,0,0,0,0,0,0.3,0.3,0.5,0.8,5,15,10,0.00,0.00,0.00,0.00,0.00,0.09,0.13,0.21,0.09,0.21,Matches
Diogo Dalot,ptPOR,DF,Manchester Utd,26-017,1999,29,29,"2,576",28.6,0,2,2,0,0,0,4,0,2.0,2.0,1.9,3.9,58,91,150,0.00,0.07,0.07,0.00,0.07,0.07,0.06,0.13,0.07,0.13,Matches
Diogo Jota,ptPOR,FW,Liverpool,28-121,1996,19,11,918,10.2,6,3,9,6,0,0,2,0,6.5,6.5,1.8,8.3,33,27,77,0.59,0.29,0.88,0.59,0.88,0.64,0.18,0.81,0.64,0.81,Matches
Djed Spence,engENG,DF,Tottenham,24-238,2000,17,12,"1,154",12.8,1,1,2,1,0,0,4,1,0.3,0.3,1.5,1.8,37,67,49,0.08,0.08,0.16,0.08,0.16,0.03,0.12,0.14,0.03,0.14,Matches
Dominic Calvert-Lewin,engENG,FW,Everton,28-019,1997,22,19,"1,574",17.5,3,1,4,3,0,0,2,0,6.1,6.1,0.6,6.7,22,19,105,0.17,0.06,0.23,0.17,0.23,0.35,0.04,0.39,0.35,0.39,Matches
Dominic Solanke,engENG,FW,Tottenham,27-202,1997,21,21,"1,868",20.8,7,3,10,7,0,0,0,0,9.2,9.2,2.8,12.0,27,40,77,0.34,0.14,0.48,0.34,0.48,0.44,0.13,0.58,0.44,0.58,Matches
Dominik Szoboszlai,huHUN,MF,Liverpool,24-161,2000,28,23,"2,043",22.7,5,3,8,5,0,0,6,0,6.8,6.8,5.0,11.8,63,105,115,0.22,0.13,0.35,0.22,0.35,0.30,0.22,0.52,0.30,0.52,Matches
Donyell Malen,nlNED,FW,Aston Villa,26-085,1999,7,1,173,1.9,1,0,1,1,0,0,0,0,0.6,0.6,0.0,0.7,5,3,15,0.52,0.00,0.52,0.52,0.52,0.33,0.02,0.34,0.33,0.34,Matches
Dwight McNeil,engENG,"MF,FW",Everton,25-133,1999,13,13,"1,140",12.7,3,3,6,3,0,0,1,0,0.9,0.9,3.5,4.4,31,60,65,0.24,0.24,0.47,0.24,0.47,0.07,0.27,0.34,0.07,0.34,Matches
Eberechi Eze,engENG,"MF,FW",Crystal Palace,26-279,1998,25,23,"2,014",22.4,2,6,8,2,0,0,1,0,6.3,6.3,4.6,10.9,58,81,132,0.09,0.27,0.36,0.09,0.36,0.28,0.21,0.49,0.28,0.49,Matches
Eddie Nketiah,engENG,"FW,MF",Crystal Palace,25-309,1999,21,7,740,8.2,1,1,2,1,0,0,3,0,3.5,3.5,1.5,5.0,32,15,60,0.12,0.12,0.24,0.12,0.24,0.42,0.18,0.61,0.42,0.61,Matches
Ederson,brBRA,GK,Manchester City,31-230,1993,20,20,"1,800",20.0,0,3,3,0,0,0,3,0,0.0,0.0,0.8,0.8,0,1,0,0.00,0.15,0.15,0.00,0.15,0.00,0.04,0.04,0.00,0.04,Matches
Edmond-Paris Maghoma,engENG,"MF,FW",Brentford,23-331,2001,8,0,119,1.3,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,4,13,4,0.00,0.00,0.00,0.00,0.00,0.09,0.08,0.17,0.09,0.17,Matches
Edson Álvarez,mxMEX,MF,West Ham,27-162,1997,24,18,"1,580",17.6,0,1,1,0,0,0,8,1,0.3,0.3,0.8,1.1,21,70,18,0.00,0.06,0.06,0.00,0.06,0.02,0.05,0.06,0.02,0.06,Matches
Elliot Anderson,engENG,MF,Nott'ham Forest,22-149,2002,29,25,"2,047",22.7,1,6,7,1,0,0,6,0,1.4,1.4,3.0,4.3,35,106,70,0.04,0.26,0.31,0.04,0.31,0.06,0.13,0.19,0.06,0.19,Matches
Emerson Palmieri,itITA,DF,West Ham,30-244,1994,26,23,"1,806",20.1,2,1,3,2,0,0,5,0,1.8,1.8,1.5,3.3,36,53,71,0.10,0.05,0.15,0.10,0.15,0.09,0.07,0.17,0.09,0.17,Matches
Emi Buendía,arARG,"MF,FW",Aston Villa,28-100,1996,12,0,98,1.1,0,0,0,0,0,0,1,0,0.7,0.7,0.0,0.7,3,7,6,0.00,0.00,0.00,0.00,0.00,0.60,0.02,0.62,0.60,0.62,Matches
Emil Krafth,seSWE,DF,Newcastle Utd,30-245,1994,5,2,244,2.7,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,1,0,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.04,0.01,0.04,Matches
Emile Smith Rowe,engENG,MF,Fulham,24-250,2000,27,23,"1,790",19.9,5,2,7,5,0,0,1,0,4.1,4.1,1.1,5.2,50,113,105,0.25,0.10,0.35,0.25,0.35,0.21,0.05,0.26,0.21,0.26,Matches
Emiliano Martínez,arARG,GK,Aston Villa,32-214,1992,29,29,"2,520",28.0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Emmanuel Agbadou,ciCIV,DF,Wolves,27-291,1997,8,8,690,7.7,0,0,0,0,0,0,2,0,0.1,0.1,0.0,0.1,1,16,0,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,Matches
Enes Ünal,trTUR,"FW,MF",Bournemouth,27-329,1997,17,2,345,3.8,2,1,3,2,0,0,2,0,2.7,2.7,0.4,3.1,4,12,22,0.52,0.26,0.78,0.52,0.78,0.72,0.10,0.82,0.72,0.82,Matches
Enzo Fernández,arARG,MF,Chelsea,24-077,2001,28,24,"2,230",24.8,5,5,10,5,0,0,6,0,4.9,4.9,5.1,10.0,46,163,88,0.20,0.20,0.40,0.20,0.40,0.20,0.20,0.40,0.20,0.40,Matches
Erling Haaland,noNOR,FW,Manchester City,24-257,2000,28,28,"2,480",27.6,21,3,24,19,2,3,2,0,20.8,18.4,2.8,21.2,19,18,103,0.76,0.11,0.87,0.69,0.80,0.76,0.10,0.86,0.67,0.77,Matches
Ethan Nwaneri,engENG,"FW,MF",Arsenal,18-014,2007,20,8,671,7.5,3,2,5,3,0,0,1,0,0.9,0.9,0.9,1.9,39,26,88,0.40,0.27,0.67,0.40,0.67,0.13,0.12,0.25,0.13,0.25,Matches
Ethan Pinnock,jmJAM,DF,Brentford,31-310,1993,22,21,"1,913",21.3,2,0,2,2,0,0,2,0,1.1,1.1,1.2,2.3,3,41,9,0.09,0.00,0.09,0.09,0.09,0.05,0.05,0.11,0.05,0.11,Matches
Evan Ferguson,ieIRL,FW,West Ham,20-167,2004,6,1,140,1.6,0,0,0,0,0,0,0,0,0.6,0.6,0.3,0.9,1,0,6,0.00,0.00,0.00,0.00,0.00,0.36,0.19,0.55,0.36,0.55,Matches
Evan Ferguson,ieIRL,FW,Brighton,20-167,2004,13,2,246,2.7,1,0,1,1,0,0,0,0,0.5,0.5,0.4,1.0,2,1,9,0.37,0.00,0.37,0.37,0.37,0.20,0.15,0.35,0.20,0.35,Matches
Evanilson,brBRA,FW,Bournemouth,25-180,1999,23,20,"1,634",18.2,7,0,7,7,0,1,0,0,8.6,7.8,1.4,9.2,23,15,76,0.39,0.00,0.39,0.39,0.39,0.47,0.08,0.55,0.43,0.51,Matches
Ezri Konsa,engENG,DF,Aston Villa,27-163,1997,26,26,"2,261",25.1,1,0,1,1,0,0,0,0,0.7,0.7,0.2,0.9,16,60,11,0.04,0.00,0.04,0.04,0.04,0.03,0.01,0.04,0.03,0.04,Matches
Fabian Schär,chSUI,DF,Newcastle Utd,33-105,1991,25,24,"2,142",23.8,2,0,2,2,0,0,6,1,1.6,1.6,0.3,1.9,12,75,16,0.08,0.00,0.08,0.08,0.08,0.07,0.01,0.08,0.07,0.08,Matches
Fabio Carvalho,ptPOR,"FW,MF",Brentford,22-217,2002,19,3,455,5.1,2,1,3,2,0,0,1,0,2.5,2.5,0.7,3.2,9,17,23,0.40,0.20,0.59,0.40,0.59,0.49,0.13,0.62,0.49,0.62,Matches
Facundo Buonanotte,arARG,"FW,MF",Leicester City,20-102,2004,26,13,"1,354",15.0,4,2,6,4,0,0,7,0,3.5,3.5,2.8,6.4,37,48,62,0.27,0.13,0.40,0.27,0.40,0.23,0.19,0.42,0.23,0.42,Matches
Ferdi Kadioglu,trTUR,"DF,MF",Brighton,25-179,1999,6,5,385,4.3,1,0,1,1,0,0,1,0,0.4,0.4,0.2,0.6,1,15,27,0.23,0.00,0.23,0.23,0.23,0.10,0.04,0.14,0.10,0.14,Matches
Filip Jørgensen,dkDEN,GK,Chelsea,22-353,2002,6,6,540,6.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Flynn Downes,engENG,MF,Southampton,26-074,1999,21,19,"1,611",17.9,1,0,1,1,0,0,10,0,0.6,0.6,0.9,1.5,21,55,26,0.06,0.00,0.06,0.06,0.06,0.03,0.05,0.08,0.03,0.08,Matches
Fraser Forster,engENG,GK,Tottenham,37-018,1988,7,7,630,7.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Gabriel Jesus,brBRA,FW,Arsenal,28-001,1997,17,6,608,6.8,3,0,3,3,0,0,4,0,3.0,3.0,0.7,3.7,15,19,57,0.44,0.00,0.44,0.44,0.44,0.44,0.10,0.54,0.44,0.54,Matches
Gabriel Magalhães,brBRA,DF,Arsenal,27-106,1997,28,28,"2,363",26.3,3,1,4,3,0,0,4,0,2.6,2.6,0.9,3.5,10,126,11,0.11,0.04,0.15,0.11,0.15,0.10,0.03,0.13,0.10,0.13,Matches
Gabriel Martinelli,brBRA,"FW,MF",Arsenal,23-290,2001,25,18,"1,659",18.4,6,4,10,6,0,0,1,0,4.9,4.9,4.3,9.1,99,35,215,0.33,0.22,0.54,0.33,0.54,0.26,0.23,0.50,0.26,0.50,Matches
George Hirst,sctSCO,FW,Ipswich Town,26-048,1999,18,1,290,3.2,2,1,3,2,0,0,1,0,1.1,1.1,0.3,1.3,6,10,21,0.62,0.31,0.93,0.62,0.93,0.33,0.08,0.41,0.33,0.41,Matches
Georginio Rutter,frFRA,"MF,FW",Brighton,22-349,2002,28,19,"1,656",18.4,5,3,8,5,0,0,2,0,4.6,4.6,2.5,7.1,42,67,79,0.27,0.16,0.43,0.27,0.43,0.25,0.14,0.39,0.25,0.39,Matches
Gonçalo Guedes,ptPOR,"MF,FW",Wolves,28-126,1996,24,7,770,8.6,2,4,6,2,0,0,1,0,2.2,2.2,1.1,3.3,31,30,58,0.23,0.47,0.70,0.23,0.70,0.25,0.13,0.38,0.25,0.38,Matches
Guglielmo Vicario,itITA,GK,Tottenham,28-179,1996,18,18,"1,620",18.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Guido Rodríguez,arARG,MF,West Ham,30-357,1994,20,14,"1,018",11.3,0,0,0,0,0,0,5,0,0.2,0.2,0.1,0.3,2,31,5,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.03,0.02,0.03,Matches
Hamza Choudhury,bdBAN,"MF,DF",Leicester City,27-185,1997,4,1,131,1.5,0,0,0,0,0,0,0,0,0.0,0.0,0.4,0.4,4,3,6,0.00,0.00,0.00,0.00,0.00,0.00,0.27,0.27,0.00,0.27,Matches
Harry Clarke,engENG,DF,Ipswich Town,24-033,2001,7,4,379,4.2,0,0,0,0,0,0,3,1,0.1,0.1,0.0,0.1,5,14,2,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.03,0.02,0.03,Matches
Harry Maguire,engENG,DF,Manchester Utd,32-030,1993,21,15,"1,361",15.1,1,0,1,1,0,0,7,0,1.4,1.4,0.3,1.6,6,42,5,0.07,0.00,0.07,0.07,0.07,0.09,0.02,0.11,0.09,0.11,Matches
Harry Wilson,wlsWAL,"FW,MF",Fulham,28-013,1997,19,8,839,9.3,5,1,6,5,0,0,2,0,3.2,3.2,1.0,4.2,16,42,71,0.54,0.11,0.64,0.54,0.64,0.35,0.11,0.45,0.35,0.45,Matches
